name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url
"Scottsdale","AZ","33.6842718","-111.8614483","241361","","8","Scottsdale city","65000","160","25","City of Scottsdale","City Hall, 3939 N Drinkwater Blvd, Scottsdale, AZ 85251, USA","http://www.scottsdaleaz.gov"
"Seabrook Island","SC","32.5750134","-80.1820452","2050","","5","Seabrook Island town","64712","160","43","Town of Seabrook Island","2001 Seabrook Island Rd, Seabrook Island, SC 29455, USA","http://www.townofseabrookisland.org/"
"Seattle","WA","47.6193387","-122.3515649","737015","","9","Seattle city","63000","160","25","City of Seattle","600 4th Ave, Seattle, WA 98104, USA","http://www.seattle.gov/"
"Seneca","SC","34.6810588","-82.9656036","8850","","5","Seneca city","65095","160","25","City of Seneca","621 N Townville St, Seneca, SC 29678, USA","http://www.seneca.sc.us/"
"Shenandoah","VA","38.856204","-78.5739867","44186","171","5","Shenandoah County","","50","06","Shenandoah County","600 N Main St STE 102, Woodstock, VA 22664, USA","https://www.shenandoahcountyva.gov/"
"Simpsonville","SC","34.7285375","-82.2563771","23354","","5","Simpsonville city","66580","160","25","City of Simpsonville","118 NE Main St, Simpsonville, SC 29681, USA","https://www.simpsonville.com/"
"Sky Valley","GA","34.984996","-83.3339935","482","","5","Sky Valley city","71282","160","25","City of Sky Valley","3444 GA-246, Dillard, GA 30537, USA","https://skyvalleyga.com"
"Smithfield","VA","36.972412","-76.6141545","8533","","5","Smithfield town","73200","160","43","Town of Smithfield","310 Institute St, Smithfield, VA 23430, USA","http://www.smithfieldva.gov"
"Smyth","VA","36.8423183","-81.5397861","29800","173","5","Smyth County","","50","06","Smyth County","75 W Main St, Marion, VA 24354, USA","http://www.smythcounty.org"
"South Boston","VA","36.7118251","-78.9133543","7966","","5","South Boston town","73712","160","43","Town of South Boston","455 Ferry St, South Boston, VA 24592, USA","http://www.southboston.com"
"South Carolina","SC","33.8741776","-80.8542639","5118425","","5","South Carolina","","40","00","South Carolina","","https://sc.gov/"
"South Congaree","SC","33.9094801","-81.1375404","2377","","5","South Congaree town","67705","160","43","Town of South Congaree","119 W Berry Rd, West Columbia, SC 29172, USA","http://www.townofsouthcongaree.org/"
"Spartanburg","SC","34.9456268","-81.925944","38732","","5","Spartanburg city","68290","160","25","City of Spartanburg","145 W Broad St, Spartanburg, SC 29306, USA","http://www.cityofspartanburg.org/"
"Spartanburg","SC","34.9320145","-81.9916236","327997","83","5","Spartanburg County","","50","06","Spartanburg County","366 N Church St, Spartanburg, SC 29303, USA","http://www.spartanburgcounty.org/"
"Spotsylvania","VA","38.1824314","-77.6572264","140032","177","5","Spotsylvania County","","50","06","Spotsylvania County","RICHARD E.HOLBERT MEMORIAL BUILDING, 9104 Courthouse Rd, Spotsylvania Courthouse, VA 22553, USA","http://www.spotsylvania.va.us"
"Stafford","VA","38.4230836","-77.4580475","156927","179","5","Stafford County","","50","06","Stafford County","1300 Courthouse Rd, Stafford, VA 22554, USA","http://staffordcountyva.gov"
"Staunton","VA","38.1579778","-79.0618761","25750","","5","Staunton city","75216","160","25","City of Staunton","116 W Beverley St # 3, Staunton, VA 24401, USA","https://www.ci.staunton.va.us/"
"Stoneham","MA","42.4742082","-71.0976654","23244","17","1","Stoneham town","67665","60","43","Town of Stoneham","","https://www.stoneham-ma.gov/"
"Stoughton","WI","42.9237688","-89.2225146","13173","","3","Stoughton city","77675","160","25","City of Stoughton","207 S Forrest St, Stoughton, WI 53589, USA","https://www.cityofstoughton.com/"
"Strasburg","VA","39.0033912","-78.3495426","7083","","5","Strasburg town","76000","160","43","Town of Strasburg","174 E King St, Strasburg, VA 22657, USA","http://www.strasburgva.com"
"Suffolk","VA","36.6971573","-76.6347808","94324","","5","Suffolk city","76432","160","25","City of Suffolk","442 W Washington St, Suffolk, VA 23434, USA","http://www.suffolkva.us"
"Sullivan's Island","SC","32.7709494","-79.8311365","1891","","5","Sullivan's Island town","70090","160","43","Town of Sullivan's Island","2056 Middle St, Sullivan's Island, SC 29482, USA","https://sullivansisland.sc.gov/"
"Summerville","SC","33.0021419","-80.1795892","50915","","5","Summerville town","70270","160","43","Town of Summerville","900 late vein, Summerville, SC 29483, USA","http://www.summervillesc.gov/"
"Sumter","SC","33.940848","-80.3955428","43463","","5","Sumter city","70405","160","25","City of Sumter","107 E Hampton Ave, Sumter, SC 29150, USA","https://www.sumtersc.gov/"
"Sumter","SC","33.9161395","-80.3823757","105556","85","5","Sumter County","","50","06","Sumter County","20 Magnolia St, Sumter, SC 29150, USA","http://www.sumtercountysc.org"
"Surfside Beach","SC","33.6096513","-78.9775397","4155","","5","Surfside Beach town","70585","160","43","Town of Surfside Beach","115 US-17 BUS, Surfside Beach, SC 29575, USA","http://www.surfsidebeach.org/"
"Surry","VA","37.1197611","-76.8801717","6561","181","5","Surry County","","50","06","Surry County","45 School St, Surry, VA 23883, USA","https://www.surrycountyva.gov"
"Sussex","VA","36.9266454","-77.2597319","10829","183","5","Sussex County","","50","06","Sussex County","20233 Thorton Square, Waverly, VA 23890, USA","https://www.sussexcountyva.gov/"
"Tarrant","TX","32.7721191","-97.2912241","2110640","439","7","Tarrant County","","50","06","Tarrant County","","https://www.tarrantcountytx.gov"
"Tazewell","VA","37.1289382","-81.5065547","4486","","5","Tazewell town","77792","160","43","Town of Tazewell","211 Central Ave, Tazewell, VA 24651, USA","http://www.townoftazewell.org"
"Tazewell","VA","37.1253949","-81.5629237","40429","185","5","Tazewell County","","50","06","Tazewell County","197 Main St, Tazewell, VA 24651, USA","http://tazewellcountyva.org"
"Tega Cay","SC","35.0345759","-81.0167196","12832","","5","Tega Cay city","71417","160","25","City of Tega Cay","7725 Tega Cay Dr, Tega Cay, SC 29708, USA","https://www.tegacaysc.org/"
"Texas","TX","31.4347032","-99.2818238","29145505","","7","Texas","","40","00","Texas","","https://www.texas.gov/"
"Thornton","CO","39.9194198","-104.9428083","141867","","8","Thornton city","77290","160","25","City of Thornton","9500 Civic Center Dr, Thornton, CO 80229, USA","https://www.thorntonco.gov"
"Toledo","OH","41.664071","-83.5818608","270871","","3","Toledo city","77000","160","25","City of Toledo","401 S Erie St, Toledo, OH 43604, USA","http://www.toledo.oh.gov"
"Tooele","UT","40.4677525","-113.1239786","72698","45","8","Tooele County","","50","06","Tooele County","47 S Main St, Tooele, UT 84074, USA","https://tooeleco.gov"
"Travelers Rest","SC","34.9599712","-82.4449725","7788","","5","Travelers Rest city","72430","160","25","City of Travelers Rest","","http://www.travelersrestsc.com/"
"Traverse City","MI","44.754309","-85.6030111","15678","","3","Traverse City city","80340","160","25","City of Traverse City","1210 woodmere Ave, Traverse City, MI 49684, USA","https://www.traversecitymi.gov"
"Travis","TX","30.2395128","-97.6912697","1290188","453","7","Travis County","","50","06","Travis County","","http://www.traviscountytx.gov"
"Tucson","AZ","32.1530357","-110.8707734","542629","","8","Tucson city","77000","160","25","City of Tucson","255 W Alameda St, Tucson, AZ 85701, USA","http://www.tucsonaz.gov"
"Union","SC","34.7234613","-81.6248155","8174","","5","Union city","73105","160","25","City of Union","101 Sharpe Ave, Union, SC 29379, USA","http://www.cityofunion.net/"
"Union","SC","34.6903965","-81.6158961","27244","87","5","Union County","","50","06","Union County","210 W Main St, Union, SC 29379, USA","https://gearupunionsc.com/"
"Varnville","SC","32.8520318","-81.0802276","1669","","5","Varnville town","73600","160","43","Town of Varnville","","https://www.varnvillesc.org/"
"Vienna","VA","38.8985761","-77.2583226","16473","","5","Vienna town","81072","160","43","Town of Vienna","127 Center St S, Vienna, VA 22180, USA","https://www.viennava.gov/"
"Vinton","VA","37.2742363","-79.8881943","8059","","5","Vinton town","81280","160","43","Town of Vinton","311 S Pollard St, Vinton, VA 24179, USA","http://www.vintonva.gov"
"Virginia Beach","VA","36.7795254","-76.0291418","459470","","5","Virginia Beach city","82000","160","25","City of Virginia Beach","1, Municipal Center Building 1, 2401 Courthouse Dr, Virginia Beach, VA 23456, USA","https://virginiabeach.gov/"
"Wake","NC","35.7898464","-78.650624","1129410","183","5","Wake County","","50","06","Wake County","301 S McDowell St 4th floor, Raleigh, NC 27601, USA","https://www.wake.gov/"
"Walterboro","SC","32.9009275","-80.6759439","5544","","5","Walterboro city","74275","160","25","City of Walterboro","242 Hampton St, Walterboro, SC 29488, USA","http://www.walterborosc.org/"
"Warren","VA","38.9082214","-78.207594","40727","187","5","Warren County","","50","06","Warren County","220 N Commerce Ave # 100, Front Royal, VA 22630, USA","https://www.warrencountyva.gov"
"Warrenton","VA","38.7178169","-77.797316","10057","","5","Warrenton town","83136","160","43","Town of Warrenton","21 Main St, Warrenton, VA 20186, USA","https://www.warrentonva.gov/"
"Washington","PA","40.2000054","-80.2521319","209349","125","2","Washington County","","50","06","Washington County","100 W Beau St # 702, Washington, PA 15301, USA","https://www.washingtoncopa.gov/"
"Washington","VA","36.7478138","-81.9503218","53935","191","5","Washington County","","50","06","Washington County","1 Government Center Pl Suite A, Abingdon, VA 24210, USA","http://www.washcova.com/"
"Waterford","MI","42.6619781","-83.387921","70565","125","3","Waterford charter township","84240","60","49","Charter Township of Waterford","","http://www.waterfordmi.gov/"
"Waynesboro","VA","38.0671571","-78.9014197","22196","","5","Waynesboro city","83680","160","25","City of Waynesboro","","https://www.waynesboro.va.us/"
"West Bloomfield","MI","42.5666956","-83.3870949","65888","125","3","West Bloomfield charter township","85480","60","49","Charter Township of West Bloomfield","4550 Walnut Lake Rd, West Bloomfield Township, MI 48323, USA","http://wbtownship.org/"
"West Columbia","SC","33.9901302","-81.0993542","17416","","5","West Columbia city","75850","160","25","City of West Columbia","200 N 12th St, West Columbia, SC 29169, USA","https://westcolumbiasc.gov/"
"Westminster","SC","34.6665562","-83.0906578","2353","","5","Westminster city","76165","160","25","City of Westminster","100 E Windsor St, Westminster, SC 29693, USA","https://westminstersc.org/"
"Westmoreland","VA","38.109311","-76.8039326","18477","193","5","Westmoreland County","","50","06","Westmoreland County","111 Polk St, Montross, VA 22520, USA","https://www.westmoreland-county.org/"
"Whatcom","WA","48.8426531","-121.8364325","226847","73","9","Whatcom County","","50","06","Whatcom County","311 Grand Ave #108, Bellingham, WA 98225, USA","https://www.whatcomcounty.us/"
"Wichita","KS","37.6906377","-97.3458362","397532","","4","Wichita city","79000","160","25","City of Wichita","455 N Main, Wichita, KS 67202, USA","https://www.wichita.gov"
"Williamsburg","VA","37.269481","-76.7081925","15425","","5","Williamsburg city","86160","160","25","City of Williamsburg","401 Lafayette St, Williamsburg, VA 23185, USA","https://www.williamsburgva.gov/"
"Williamsburg","SC","33.6264617","-79.716474","31026","89","5","Williamsburg County","","50","06","Williamsburg County","201 W Main St, Kingstree, SC 29556, USA","https://www.williamsburgcounty.sc.gov/"
"Williston","SC","33.4016631","-81.4218989","2877","","5","Williston town","77965","160","43","Town of Williston","154 Harley Rd, Williston, SC 29853, USA","http://www.williston-sc.com/"
"Winchester","VA","39.1738688","-78.1763562","28120","","5","Winchester city","86720","160","25","City of Winchester","15 N Cameron St, Winchester, VA 22601, USA","https://www.winchesterva.gov"
"Winnsboro","SC","34.371822","-81.0906582","3215","","5","Winnsboro town","78460","160","43","Town of Winnsboro","207 N Congress St, Winnsboro, SC 29180, USA","http://www.townofwinnsboro.com/"
"Winston-Salem","NC","36.1028627","-80.2608286","249545","","5","Winston-Salem city","75000","160","25","City of Winston-Salem","101 N Main St, Winston-Salem, NC 27101, USA","https://www.cityofws.org"
"Wise","VA","36.9745607","-82.6215601","36130","195","5","Wise County","","50","06","Wise County","206 E Main St #223, Wise, VA 24293, USA","http://www.wisecounty.org"
"Woodruff","SC","34.7424815","-82.0347773","4212","","5","Woodruff city","79090","160","25","City of Woodruff","231 E Hayne St, Woodruff, SC 29388, USA","http://www.cityofwoodruff.com/"
"Wytheville","VA","36.9533853","-81.0884377","8265","","5","Wytheville town","88000","160","43","Town of Wytheville","150 E Monroe St, Wytheville, VA 24382, USA","http://www.wytheville.org"
"Wythe","VA","36.8998674","-81.0830007","28290","197","5","Wythe County","","50","06","Wythe County","340 S 6th St, Wytheville, VA 24382, USA","http://www.wytheco.org"
"Yemassee","SC","32.6948503","-80.8690474","1080","","5","Yemassee town","79450","160","43","Town of Yemassee","101 Town Cir, Yemassee, SC 29945, USA","https://www.townofyemassee.org/town-council"
"York","SC","34.9983468","-81.2330664","8503","","5","York city","79630","160","25","City of York","10 N Roosevelt St, York, SC 29745, USA","https://www.yorksc.gov"
"York","SC","34.9701875","-81.1831873","282090","91","5","York County","","50","06","York County","1675 York Hwy, York, SC 29745, USA","http://www.yorkcountygov.com/"
"York","VA","37.2209139","-76.395533","70045","199","5","York County","","50","06","York County","224 Ballard St, Yorktown, VA 23690, USA","http://www.yorkcounty.gov"
"Veteran's Affairs","dc","","","","","","Veteran's Affairs","","360","","Veteran's Affairs","",""
"Department of Defense","dc","","","","","","Department of Defense","","360","","Department of Defense","","https://www.defense.gov/"
"University of New Mexico Health System","nm","35.088","-106.618","","","","University of New Mexico Health System","","360","","University of New Mexico Health System","","https://unmhealth.org/"
"Beaumont Hospital","mi","","","","","","Beaumont Hospital","","360","","Beaumont Hospital","","https://www.beaumont.org/"
"Johns Hopkins","MD","39.328889","-76.620278","37156","","","John Hopkins University","","970","33","Johns Hopkins","","https://www.jhu.edu/"
"University of Colorado","CO","","","","","","University of Colorado","","360","","University of Colorado","","https://www.colorado.edu/"
"Dunn School","CA","34.66375","-120.11076","","","","Dunn School","","360","","Dunn School","","https://www.dunnschool.org/"
"Cleveland Metro Parks","OH","","","","","","Cleveland Metro Parks","","360","","Cleveland Metro Parks","","https://www.clevelandmetroparks.com/"
"Los Angeles County Parks","CA","","","10014009","","","Los Angeles County Parks","","360","","Los Angeles County Parks","","https://parks.lacounty.gov/"
"Apex Park And Recreation District","CO","","","","","","Apex Park and Recreation District","","360","","Apex Park and Recreation District","13150 W 72nd Ave, Arvada, CO 80005, USA","https://apexprd.org/"
"Denver Metro Scientific and Cultural Facilities District (SCFD)","CO","","","","","","Denver Metro Scientific and Cultural Facilities District (SCFD)","","360","","Denver Metro Scientific and Cultural Facilities District (SCFD)","","https://scfd.org/"
"Eagle-Vail Metropolitan District","CO","","","","","","Eagle-Vail Metropolitan District","","360","","Eagle-Vail Metropolitan District","","https://www.eaglevail.org/Metro-District"
"Performing Arts Center Authority","FL","","","","","","Performing Arts Center Authority","","360","","Performing Arts Center Authority","","https://www.browardcenter.org/about/performing-arts-center-authority"
"Sunrise Lakes Phase 4 Rec District","FL","","","","","","Sunrise Lakes Phase 4 Rec District","","360","","Sunrise Lakes Phase 4 Rec District","","https://www.sl4recdistrict.com/"
"Champaign Park District","il","","","","","","Champaign Park District","","360","","Champaign Park District","",""
"Channahon Park District","AL","","","","","","Channahon Park District","","360","","Channahon Park District","",""
"Bloomingdale Park District","il","","","","","","Bloomingdale Park District","","360","","Bloomingdale Park District","","https://www.bloomingdaleparks.org/"
"Bourbonnais Park District","il","","","","","","Bourbonnais Park District","","360","","Bourbonnais Park District","","https://www.btpd.org/"
"Eastern Rio Blanco Metro Recreation And Parks District","CO","","","","","","Eastern Rio Blanco Metro Recreation And Parks District","","360","","Eastern Rio Blanco Metro Recreation And Parks District","","https://www.erbmrec.com/"
"Estes Valley Recreation And Park District","CO","","","","","","Estes Valley Recreation And Park District","","360","","Estes Valley Recreation And Park District","","https://evrpd.colorado.gov/"
"Evergreen Park And Recreation District","CO","","","","","","Evergreen Park And Recreation District","","360","","Evergreen Park And Recreation District","","https://www.evergreenrecreation.com/"
"Foothills Park And Recreation District","CO","","","","","","Foothills Park And Recreation District","","360","","Foothills Park And Recreation District","","https://www.ifoothills.org/"
"Fraser Valley Metropolitan Recreation District","co","","","","","","Fraser Valley Metropolitan Recreation District","","360","","Fraser Valley Metropolitan Recreation District","","https://www.fraservalleyrec.org/"
"The Bishops School","ca","","","","","","The Bishops School","","360","","The Bishops School","","https://www.bishops.com"
"Ann Arbor Public Schools","MI","42.2743764","-83.7351605","17026","","3","Ann Arbor Public Schools","02820","970","00","Ann Arbor Public Schools","2555 S STATE ST, ANN ARBOR, MI, 48104","https://www.a2schools.org/"
"Anchorage","AK","61.1742503","-149.2843294","291247","20","9","Anchorage Municipality","","50","12","Anchorage Municipality","632 W 6th Ave #850, Anchorage, AK 99501, USA","http://www.muni.org/Pages/default.aspx"
"Denali","AK","63.6820386","-150.0270164","1619","68","9","Denali Borough","","50","04","Denali Borough","Healy Spur Rd, Healy, AK 99743, USA","http://www.denaliborough.org/"
"Juneau","AK","58.3729099","-134.1784454","32255","110","9","Juneau City and Borough","","50","03","Juneau City and Borough","155 S Seward St, Juneau, AK 99801, USA","http://juneau.org/"
"Kenai Peninsula","AK","60.360766","-152.0526403","58799","122","9","Kenai Peninsula Borough","","50","04","Kenai Peninsula Borough","144 N Binkley St, Soldotna, AK 99669, USA","https://www.kpb.us/"
"Ketchikan Gateway","AK","55.4499378","-131.1066847","13948","130","9","Ketchikan Gateway Borough","","50","04","Ketchikan Gateway Borough","","https://www.kgbak.us"
"Kodiak Island","AK","57.7044003","-153.9183721","13101","150","9","Kodiak Island Borough","","50","04","Kodiak Island Borough","710 Mill Bay Rd, Kodiak, AK 99615, USA","http://www.kodiakak.us/"
"Matanuska-Susitna","AK","62.2656263","-149.5039935","107081","170","9","Matanuska-Susitna Borough","","50","04","Matanuska-Susitna Borough","","https://matsugov.us"
"North Slope","AK","69.4493427","-153.4728302","11031","185","9","North Slope Borough","","50","04","North Slope Borough","1274 Agvik St, Utqiagvik, AK 99723, USA","http://www.north-slope.org/"
"Northwest Arctic","AK","67.0050655","-160.0210864","7793","188","9","Northwest Arctic Borough","","50","04","Northwest Arctic Borough","163 Lagoon St, Kotzebue, AK 99752, USA","http://www.nwabor.org/"
"Fairbanks North Star","AK","64.6760436","-146.5481586","95655","90","9","Fairbanks North Star Borough","","50","04","Fairbanks North Star Borough","","https://www.fnsb.gov/"
"Petersburg","AK","57.1124581","-133.0085979","3398","195","9","Petersburg Borough","","50","04","Petersburg Borough","12 S Nordic Dr, Petersburg, AK 99833, USA","https://www.petersburgak.gov/"
"Sitka","AK","57.1932044","-135.3673965","8458","220","9","Sitka City and Borough","","50","03","Sitka City and Borough","100 Lincoln St, Sitka, AK 99835, USA","http://www.cityofsitka.com/"
"Wrangell","AK","56.1807793","-132.0267878","2127","275","9","Wrangell City and Borough","","50","03","Wrangell City and Borough","205 Brueger St, Wrangell, AK 99929, USA","http://www.wrangell.com/"
"Angoon","AK","57.4412574","-134.4783574","357","","9","Angoon city","3440","160","25","City of Angoon","700 Aandeinaatt St, Angoon, AK 99820, USA","https://cityofangoon.org/"
"Bethel","AK","60.793905","-161.7963225","6325","","9","Bethel city","6520","160","25","City of Bethel","300 State Hwy, Bethel, AK 99559, USA","http://www.cityofbethel.org"
"Bettles","AK","66.9069009","-151.5379942","23","","9","Bettles city","6630","160","25","City of Bettles","Bettles, AK 99726, USA","http://commerce.alaska.gov/dca/commdb/CIS.cfm?Comm_Boro_Name=Bettles"
"Adak","AK","51.9098894","-176.5980669","171","","9","Adak city","65","160","25","City of Adak","100 Mechanic Rd b122, Adak, AK 99546, USA","https://adak-ak.gov/"
"Aleknagik","AK","59.2889609","-158.6643428","211","","9","Aleknagik city","1420","160","25","City of Aleknagik","33 Main St, Aleknagik, AK 99555, USA","https://aleknagikak.gov/"
"Cordova","AK","60.530138","-145.6420649","2609","","9","Cordova city","17410","160","25","City of Cordova","601 1st St, Cordova, AK 99574, USA","http://www.cityofcordova.net/"
"Fairbanks","AK","64.8365307","-147.6517447","32515","","9","Fairbanks city","24230","160","25","City of Fairbanks","800 Cushman St, Fairbanks, AK 99701, USA","http://www.fairbanksalaska.us/"
"Juneau","AK","58.3729099","-134.1784454","32255","","9","Juneau city and borough","36400","160","53","City and Borough of Juneau","155 S Seward St, Juneau, AK 99801, USA","https://juneau.org"
"Kenai","AK","60.5622396","-151.2080602","7424","","9","Kenai city","38420","160","25","City of Kenai","210 Fidalgo Ave # 200, Kenai, AK 99611, USA","https://www.kenai.city/"
"Ketchikan","AK","55.3571445","-131.6745523","8192","","9","Ketchikan city","38970","160","25","City of Ketchikan","334 Front St, Ketchikan, AK 99901, USA","https://www.ktn-ak.us/"
"Homer","AK","59.6475029","-151.5130952","5522","","9","Homer city","33140","160","25","City of Homer","491 E Pioneer Ave, Homer, AK 99603, USA","https://www.cityofhomer-ak.gov/"
"Kodiak","AK","57.7911917","-152.4197123","5581","","9","Kodiak city","40950","160","25","City of Kodiak","710 Mill Bay Rd # 110, Kodiak, AK 99615, USA","http://www.city.kodiak.ak.us"
"Nome","AK","64.5057413","-165.4152873","3699","","9","Nome city","54920","160","25","City of Nome","102 Division St, Nome, AK 99762, USA","http://www.nomealaska.org/"
"Palmer","AK","61.5971678","-149.1146791","5888","","9","Palmer city","58660","160","25","City of Palmer","231 Evergreen Ave, Palmer, AK 99645, USA","https://www.palmerak.org"
"Sitka","AK","57.1932044","-135.3673965","8458","","9","Sitka city and borough","70540","160","53","City and Borough of Sitka","","http://www.cityofsitka.com/"
"Soldotna","AK","60.4853176","-151.0690145","4342","","9","Soldotna city","71640","160","25","City of Soldotna","177 N Birch St, Soldotna, AK 99669, USA","http://soldotna.org/"
"Wasilla","AK","61.5811357","-149.46079","9054","","9","Wasilla city","83080","160","25","City of Wasilla","290 E Herning Ave, Wasilla, AK 99654, USA","https://www.cityofwasilla.gov/"
"Lower Yukon School District","AK","62.2638959","-163.9540226","2035","","9","Lower Yukon School District","00003","970","00","Lower Yukon School District","100 Airport Rd, Mountain Village, AK, 99632","http://www.lysd.org/"
"Aleutians East Borough School District","AK","55.0912911","-162.0418988","211","","9","Aleutians East Borough School District","00007","970","00","Aleutians East Borough School District","100 Mossberry Ln, Sand Point, AK, 99661","http://www.aebsd.org"
"Yupiit School District","AK","60.9184381","-161.1902224","471","","9","Yupiit School District","00004","970","00","Yupiit School District","1st Main St, Akiachak, AK, 99551","http://www.yupiit.org"
"Kashunamiut School District","AK","61.527331","-165.5889316","339","","9","Kashunamiut School District","00005","970","00","Kashunamiut School District","985 KSD Way, Chevak, AK, 99563","http://www.chevakschool.org"
"Lower Kuskokwim School District","AK","60.3117944","-162.7267784","3970","","9","Lower Kuskokwim School District","00001","970","00","Lower Kuskokwim School District","1004 Ron Edwards Memorial Dr, Bethel, AK, 99559","https://www.lksd.org/"
"Aleutian Region School District","AK","53.862224","-166.0507063","16","","9","Aleutian Region School District","00010","970","00","Aleutian Region School District","118 E International Airport Rd, Anchorage, AK, 99518","http://www.aleutregion.org"
"Bering Strait School District","AK","64.6939629","-164.2622162","1830","","9","Bering Strait School District","00020","970","00","Bering Strait School District","225 Main St, Unalakleet, AK, 99684","https://www.bssd.org/"
"Bristol Bay Borough School District","AK","58.6833908","-156.7799575","121","","9","Bristol Bay Borough School District","00030","970","00","Bristol Bay Borough School District","# 2 School Rd N, Naknek, AK, 99633","http://www.bbbsd.net"
"Copper River School District","AK","62.4400812","-144.9127936","400","","9","Copper River School District","00070","970","00","Copper River School District","1976 Aurora Dr, Glennallen, AK, 99588","http://www.crsd.us"
"Craig City School District","AK","55.4741831","-133.1395238","668","","9","Craig City School District","00090","970","00","Craig City School District","100 School Rd, Craig, AK, 99921","https://www.ccsd.k12.ak.us/"
"Juneau Borough School District","AK","58.3508139","-134.508332","4338","","9","Juneau Borough School District","00210","970","00","Juneau Borough School District","1208 Glacier Ave, Juneau, AK, 99801","https://www.juneauschools.org/"
"Delta/Greely School District","AK","64.0124057","-145.6485807","938","","9","Delta/Greely School District","00100","970","00","Delta/Greely School District","1664 N Clearwater, Delta Junction, AK, 99737","https://www.dgsd.us/"
"Galena City School District","AK","64.7385981","-156.8848626","7177","","9","Galena City School District","00130","970","00","Galena City School District","299 Antoski Ave, Galena, AK, 99741","https://www.galenaalaska.org/"
"Haines Borough School District","AK","59.1025016","-135.5741155","262","","9","Haines Borough School District","00270","970","00","Haines Borough School District","604 Haines Hwy, Haines, AK, 99827","http://www.hbsd.net"
"Sitka School District","AK","57.0799761","-135.3315649","1120","","9","Sitka School District","00240","970","00","Sitka School District","300 Kostrometinoff St, Sitka, AK, 99835","https://www.sitkaschools.org/"
"Ketchikan Gateway Borough School District","AK","55.3346813","-131.3465246","2074","","9","Ketchikan Gateway Borough School District","00150","970","00","Ketchikan Gateway Borough School District","2610 Fourth Ave, Ketchikan, AK, 99901","https://www.kgbsd.org/"
"Anchorage School District","AK","61.1936786","-149.769073","43727","","9","Anchorage School District","00180","970","00","Anchorage School District","5530 E Northern Lights Blvd, Anchorage, AK, 99504","https://www.asdk12.org/"
"Kenai Peninsula Borough School District","AK","60.1631478","-151.1125558","8528","","9","Kenai Peninsula Borough School District","00390","970","00","Kenai Peninsula Borough School District","148 N Binkley St, Soldotna, AK, 99669","https://kpbsd.org/"
"Hoonah City School District","AK","58.1082716","-135.4325987","112","","9","Hoonah City School District","00300","970","00","Hoonah City School District","366 Garteeni Hwy, Hoonah, AK, 99829","http://www.hoonahschools.org"
"Lake and Peninsula Borough School District","AK","57.6164486","-157.0139608","334","","9","Lake and Peninsula Borough School District","00485","970","00","Lake and Peninsula Borough School District","101 Jensen Dr, King Salmon, AK, 99613","http://www.lpsd.com"
"Kodiak Island Borough School District","AK","57.9041085","-153.042685","2228","","9","Kodiak Island Borough School District","00480","970","00","Kodiak Island Borough School District","722 Mill Bay Rd, Kodiak, AK, 99615","https://www.kibsd.org/"
"Annette Island School District","AK","55.1148206","-131.5559056","311","","9","Annette Island School District","00525","970","00","Annette Island School District","89A 4th Ave, Metlakatla, AK, 99926","http://www.aisdk12.org"
"Fairbanks North Star Borough School District","AK","64.8197565","-147.5464891","12703","","9","Fairbanks North Star Borough School District","00600","970","00","Fairbanks North Star Borough School District","520 Fifth Ave, Fairbanks, AK, 99701","https://www.k12northstar.org/"
"Nome School District","AK","64.5016626","-165.397496","719","","9","Nome School District","00570","970","00","Nome School District","Mile 3.5 Nome-Teller Hwy, Nome, AK, 99762","https://www.nomeschools.org/"
"Matanuska-Susitna Borough School District","AK","61.7533643","-149.4304783","19705","","9","Matanuska-Susitna Borough School District","00510","970","00","Matanuska-Susitna Borough School District","501 N Gulkana St, Palmer, AK, 99645","https://www.matsuk12.us/"
"Pelican City School District","AK","57.9575886","-136.2221666","12","","9","Pelican City School District","00630","970","00","Pelican City School District","14 Chum Way, Pelican, AK, 99832","https://pelicanschool.org"
"North Slope Borough School District","AK","70.3083867","-153.6058444","2044","","9","North Slope Borough School District","00610","970","00","North Slope Borough School District","829 Aivik St, Utqiagvik, AK, 99723","https://www.nsbsd.org/"
"Northwest Arctic Borough School District","AK","66.7633378","-161.3965588","1911","","9","Northwest Arctic Borough School District","00625","970","00","Northwest Arctic Borough School District","776 Third Ave, Kotzebue, AK, 99752","https://www.nwarctic.org/"
"Skagway School District","AK","59.4745757","-135.3008225","152","","9","Skagway School District","00690","970","00","Skagway School District","1563 Main St, Skagway, AK, 99840","http://www.skagwayschool.org"
"Petersburg Borough School District","AK","56.9265161","-133.1208332","438","","9","Petersburg Borough School District","00660","970","00","Petersburg Borough School District","201 Charles W St, Petersburg, AK, 99833","http://www.pcsd.us"
"Pribilof School District","AK","57.1292352","-170.2661555","57","","9","Pribilof School District","00670","970","00","Pribilof School District","930 Tolstoi Blvd, St. Paul Island, AK, 99660","http://www.pribilofsd.org"
"St. Marys City School District","AK","62.0446413","-163.2202139","203","","9","St. Marys City School District","00680","970","00","St. Marys City School District","1 Dixon Circle, Saint Mary's, AK, 99658","http://www.smcsd.us"
"Unalaska City School District","AK","53.8905724","-166.5390816","346","","9","Unalaska City School District","00720","970","00","Unalaska City School District","55 E Broadway St, Unalaska, AK, 99685","http://www.ucsd.net"
